"","Temp","Year","Month","Day","Dist","Month2","Season","Full"
"16541",-1.1,2005,"Dec",17,2,12,"Winter","Not"
"16542",-4.1,2005,"Dec",18,3,12,"Winter","Not"
"16543",0.5,2005,"Dec",19,4,12,"Winter","Not"
"16544",1.2,2005,"Dec",20,5,12,"Winter","Not"
"16545",2.3,2005,"Dec",21,6,12,"Winter","Not"
"16546",3.5,2005,"Dec",22,7,12,"Winter","Not"
"16547",5,2005,"Dec",23,8,12,"Winter","Not"
"16548",3.2,2005,"Dec",24,9,12,"Winter","Not"
"16549",1.7,2005,"Dec",25,10,12,"Winter","Not"
"16550",0.1,2005,"Dec",26,11,12,"Winter","Not"
"16551",-1.4,2005,"Dec",27,12,12,"Winter","Not"
"16552",-2.5,2005,"Dec",28,13,12,"Winter","Not"
"16553",-2.1,2005,"Dec",29,14,12,"Winter","Not"
"16554",-3.4,2005,"Dec",30,15,12,"Winter","Not"
"16555",-1.2,2005,"Dec",31,14,12,"Winter","Not"
"16556",1.5,2006,"Jan",1,13,1,"Winter","Not"
"16557",0.9,2006,"Jan",2,12,1,"Winter","Not"
"16558",0.7,2006,"Jan",3,11,1,"Winter","Not"
"16559",0.4,2006,"Jan",4,10,1,"Winter","Not"
"16560",-0.2,2006,"Jan",5,9,1,"Winter","Not"
"16561",0.4,2006,"Jan",6,8,1,"Winter","Not"
"16562",-0.8,2006,"Jan",7,7,1,"Winter","Not"
"16563",-1.8,2006,"Jan",8,6,1,"Winter","Not"
"16564",-3.5,2006,"Jan",9,5,1,"Winter","Not"
"16565",0.5,2006,"Jan",10,4,1,"Winter","Not"
"16566",2.7,2006,"Jan",11,3,1,"Winter","Not"
"16567",1,2006,"Jan",12,2,1,"Winter","Not"
"16568",-0.7,2006,"Jan",13,1,1,"Winter","Not"
"16569",-1,2006,"Jan",15,1,1,"Winter","Not"
"16570",-2.9,2006,"Jan",16,2,1,"Winter","Not"
"16571",-0.9,2006,"Jan",17,3,1,"Winter","Not"
"16572",-1.8,2006,"Jan",18,4,1,"Winter","Not"
"16573",-4.2,2006,"Jan",19,5,1,"Winter","Not"
"16574",-3.1,2006,"Jan",20,6,1,"Winter","Not"
"16575",-4.8,2006,"Jan",21,7,1,"Winter","Not"
"16576",-8.2,2006,"Jan",22,8,1,"Winter","Not"
"16577",-10.7,2006,"Jan",23,9,1,"Winter","Not"
"16578",-2.5,2006,"Jan",24,10,1,"Winter","Not"
"16579",-0.2,2006,"Jan",25,11,1,"Winter","Not"
"16580",-3.3,2006,"Jan",26,12,1,"Winter","Not"
"16581",-7.7,2006,"Jan",27,13,1,"Winter","Not"
"16582",-6.9,2006,"Jan",28,14,1,"Winter","Not"
"16583",-2.6,2006,"Jan",29,15,1,"Winter","Not"
"16584",-0.3,2006,"Jan",30,14,1,"Winter","Not"
"16585",-0.6,2006,"Jan",31,13,1,"Winter","Not"
"16586",0.5,2006,"Feb",1,12,2,"Winter","Not"
"16587",-0.3,2006,"Feb",2,11,2,"Winter","Not"
"16588",-1.1,2006,"Feb",3,10,2,"Winter","Not"
"16589",-8.3,2006,"Feb",4,9,2,"Winter","Not"
"16590",-7.5,2006,"Feb",5,8,2,"Winter","Not"
"16591",1.1,2006,"Feb",6,7,2,"Winter","Not"
"16592",1,2006,"Feb",7,6,2,"Winter","Not"
"16593",1.3,2006,"Feb",8,5,2,"Winter","Not"
"16594",1.4,2006,"Feb",9,4,2,"Winter","Not"
"16595",1,2006,"Feb",10,3,2,"Winter","Not"
"16596",-2.5,2006,"Feb",11,2,2,"Winter","Not"
"16597",-2.9,2006,"Feb",12,1,2,"Winter","Not"
"16598",0,2006,"Feb",14,1,2,"Winter","Not"
"16599",0.5,2006,"Feb",15,2,2,"Winter","Not"
"16600",0.1,2006,"Feb",16,3,2,"Winter","Not"
"16601",-0.4,2006,"Feb",17,4,2,"Winter","Not"
"16602",1.4,2006,"Feb",18,5,2,"Winter","Not"
"16603",2.4,2006,"Feb",19,6,2,"Winter","Not"
"16604",1.4,2006,"Feb",20,7,2,"Winter","Not"
"16605",0.7,2006,"Feb",21,8,2,"Winter","Not"
"16606",-0.9,2006,"Feb",22,9,2,"Winter","Not"
"16607",-0.4,2006,"Feb",23,10,2,"Winter","Not"
"16608",0.1,2006,"Feb",24,11,2,"Winter","Not"
"16609",-0.1,2006,"Feb",25,12,2,"Winter","Not"
"16610",-2.2,2006,"Feb",26,13,2,"Winter","Not"
"16611",-4.5,2006,"Feb",27,14,2,"Winter","Not"
"16612",-0.2,2006,"Feb",28,15,2,"Winter","Not"
"16613",-2.9,2006,"Mar",1,14,3,"Spring","Not"
"16614",-0.1,2006,"Mar",2,13,3,"Spring","Not"
"16615",-1.1,2006,"Mar",3,12,3,"Spring","Not"
"16616",-4,2006,"Mar",4,11,3,"Spring","Not"
"16617",-5.7,2006,"Mar",5,10,3,"Spring","Not"
"16618",-4.1,2006,"Mar",6,9,3,"Spring","Not"
"16619",-4.4,2006,"Mar",7,8,3,"Spring","Not"
"16620",-3.3,2006,"Mar",8,7,3,"Spring","Not"
"16621",-1.5,2006,"Mar",9,6,3,"Spring","Not"
"16622",-4,2006,"Mar",10,5,3,"Spring","Not"
"16623",-4.5,2006,"Mar",11,4,3,"Spring","Not"
"16624",-3.5,2006,"Mar",12,3,3,"Spring","Not"
"16625",-4,2006,"Mar",13,2,3,"Spring","Not"
"16626",-1.3,2006,"Mar",14,1,3,"Spring","Not"
"16627",-0.2,2006,"Mar",16,1,3,"Spring","Not"
"16628",-2.2,2006,"Mar",17,2,3,"Spring","Not"
"16629",-1.1,2006,"Mar",18,3,3,"Spring","Not"
"16630",-0.8,2006,"Mar",19,4,3,"Spring","Not"
"16631",-2.3,2006,"Mar",20,5,3,"Spring","Not"
"16632",-1.6,2006,"Mar",21,6,3,"Spring","Not"
"16633",-0.7,2006,"Mar",22,7,3,"Spring","Not"
"16634",0,2006,"Mar",23,8,3,"Spring","Not"
"16635",0.5,2006,"Mar",24,9,3,"Spring","Not"
"16636",0.2,2006,"Mar",25,10,3,"Spring","Not"
"16637",1,2006,"Mar",26,11,3,"Spring","Not"
"16638",6.5,2006,"Mar",27,12,3,"Spring","Not"
"16639",6.6,2006,"Mar",28,13,3,"Spring","Not"
"16640",5.1,2006,"Mar",29,14,3,"Spring","Not"
"16641",6.2,2006,"Mar",30,15,3,"Spring","Not"
"16642",3.6,2006,"Mar",31,14,3,"Spring","Not"
"16643",6.1,2006,"Apr",1,12,4,"Spring","Not"
"16644",5.5,2006,"Apr",2,11,4,"Spring","Not"
"16645",4.2,2006,"Apr",3,10,4,"Spring","Not"
"16646",2.1,2006,"Apr",4,9,4,"Spring","Not"
"16647",2.6,2006,"Apr",5,8,4,"Spring","Not"
"16648",4.9,2006,"Apr",6,7,4,"Spring","Not"
"16649",7.4,2006,"Apr",7,6,4,"Spring","Not"
"16650",4.8,2006,"Apr",8,5,4,"Spring","Not"
"16651",5.3,2006,"Apr",9,4,4,"Spring","Not"
"16652",6,2006,"Apr",10,3,4,"Spring","Not"
"16653",4.9,2006,"Apr",11,2,4,"Spring","Not"
"16654",4.4,2006,"Apr",12,1,4,"Spring","Not"
"16655",7.2,2006,"Apr",14,1,4,"Spring","Not"
"16656",8.5,2006,"Apr",15,2,4,"Spring","Not"
"16657",9.8,2006,"Apr",16,3,4,"Spring","Not"
"16658",6.2,2006,"Apr",17,4,4,"Spring","Not"
"16659",7.1,2006,"Apr",18,5,4,"Spring","Not"
"16660",7,2006,"Apr",19,6,4,"Spring","Not"
"16661",6.5,2006,"Apr",20,7,4,"Spring","Not"
"16662",5.8,2006,"Apr",21,8,4,"Spring","Not"
"16663",7.8,2006,"Apr",22,9,4,"Spring","Not"
"16664",9.7,2006,"Apr",23,10,4,"Spring","Not"
"16665",5,2006,"Apr",24,11,4,"Spring","Not"
"16666",11.6,2006,"Apr",25,12,4,"Spring","Not"
"16667",7.8,2006,"Apr",26,13,4,"Spring","Not"
"16668",8.2,2006,"Apr",27,14,4,"Spring","Not"
"16669",9,2006,"Apr",28,15,4,"Spring","Not"
"16670",6.6,2006,"Apr",29,14,4,"Spring","Not"
"16671",6.8,2006,"Apr",30,13,4,"Spring","Not"
"16672",9.9,2006,"May",1,12,5,"Spring","Not"
"16673",10.5,2006,"May",2,11,5,"Spring","Not"
"16674",15.5,2006,"May",3,10,5,"Spring","Not"
"16675",13.9,2006,"May",4,9,5,"Spring","Not"
"16676",16.7,2006,"May",5,8,5,"Spring","Not"
"16677",14.9,2006,"May",6,7,5,"Spring","Not"
"16678",17.3,2006,"May",7,6,5,"Spring","Not"
"16679",16.8,2006,"May",8,5,5,"Spring","Not"
"16680",22.2,2006,"May",9,4,5,"Spring","Not"
"16681",17.2,2006,"May",10,3,5,"Spring","Not"
"16682",19,2006,"May",11,2,5,"Spring","Not"
"16683",17.4,2006,"May",12,1,5,"Spring","Not"
"16684",11.4,2006,"May",14,1,5,"Spring","Not"
"16685",10.2,2006,"May",15,2,5,"Spring","Not"
"16686",8.1,2006,"May",16,3,5,"Spring","Not"
"16687",10.5,2006,"May",17,4,5,"Spring","Not"
"16688",12.4,2006,"May",18,5,5,"Spring","Not"
"16689",11.5,2006,"May",19,6,5,"Spring","Not"
"16690",11.6,2006,"May",20,7,5,"Spring","Not"
"16691",12.1,2006,"May",21,8,5,"Spring","Not"
"16692",14.6,2006,"May",22,9,5,"Spring","Not"
"16693",10.6,2006,"May",23,10,5,"Spring","Not"
"16694",9.3,2006,"May",24,11,5,"Spring","Not"
"16695",9.6,2006,"May",25,12,5,"Spring","Not"
"16696",12.7,2006,"May",26,13,5,"Spring","Not"
"16697",11.9,2006,"May",27,14,5,"Spring","Not"
"16698",10.7,2006,"May",28,15,5,"Spring","Not"
"16699",13,2006,"May",29,14,5,"Spring","Not"
"16700",12.7,2006,"May",30,13,5,"Spring","Not"
"16701",13.4,2006,"May",31,12,5,"Spring","Not"
"16702",11.2,2006,"Jun",1,10,6,"Summer","Not"
"16703",15.4,2006,"Jun",2,9,6,"Summer","Not"
"16704",12.7,2006,"Jun",3,8,6,"Summer","Not"
"16705",14.7,2006,"Jun",4,7,6,"Summer","Not"
"16706",12.4,2006,"Jun",5,6,6,"Summer","Not"
"16707",16.9,2006,"Jun",6,5,6,"Summer","Not"
"16708",16.3,2006,"Jun",7,4,6,"Summer","Not"
"16709",17.1,2006,"Jun",8,3,6,"Summer","Not"
"16710",18,2006,"Jun",9,2,6,"Summer","Not"
"16711",21.7,2006,"Jun",10,1,6,"Summer","Not"
"16712",25.2,2006,"Jun",12,1,6,"Summer","Not"
"16713",24.7,2006,"Jun",13,2,6,"Summer","Not"
"16714",16.9,2006,"Jun",14,3,6,"Summer","Not"
"16715",19.1,2006,"Jun",15,4,6,"Summer","Not"
"16716",20,2006,"Jun",16,5,6,"Summer","Not"
"16717",20.8,2006,"Jun",17,6,6,"Summer","Not"
"16718",21.7,2006,"Jun",18,7,6,"Summer","Not"
"16719",24.3,2006,"Jun",19,8,6,"Summer","Not"
"16720",21.3,2006,"Jun",20,9,6,"Summer","Not"
"16721",17.4,2006,"Jun",21,10,6,"Summer","Not"
"16722",15.1,2006,"Jun",22,11,6,"Summer","Not"
"16723",19.6,2006,"Jun",23,12,6,"Summer","Not"
"16724",19.5,2006,"Jun",24,13,6,"Summer","Not"
"16725",20.8,2006,"Jun",25,14,6,"Summer","Not"
"16726",20.4,2006,"Jun",26,15,6,"Summer","Not"
"16727",17.3,2006,"Jun",27,14,6,"Summer","Not"
"16728",15.3,2006,"Jun",28,13,6,"Summer","Not"
"16729",17.6,2006,"Jun",29,12,6,"Summer","Not"
"16730",21.5,2006,"Jun",30,11,6,"Summer","Not"
"16731",25.9,2006,"Jul",1,10,7,"Summer","Not"
"16732",25.4,2006,"Jul",2,9,7,"Summer","Not"
"16733",26.9,2006,"Jul",3,8,7,"Summer","Not"
"16734",25.8,2006,"Jul",4,7,7,"Summer","Not"
"16735",27,2006,"Jul",5,6,7,"Summer","Not"
"16736",28.5,2006,"Jul",6,5,7,"Summer","Not"
"16737",25.6,2006,"Jul",7,4,7,"Summer","Not"
"16738",22,2006,"Jul",8,3,7,"Summer","Not"
"16739",22.2,2006,"Jul",9,2,7,"Summer","Not"
"16740",22.4,2006,"Jul",10,1,7,"Summer","Not"
"16741",21,2006,"Jul",12,1,7,"Summer","Not"
"16742",21,2006,"Jul",13,2,7,"Summer","Not"
"16743",20.7,2006,"Jul",14,3,7,"Summer","Not"
"16744",21.3,2006,"Jul",15,4,7,"Summer","Not"
"16745",25.3,2006,"Jul",16,5,7,"Summer","Not"
"16746",26.1,2006,"Jul",17,6,7,"Summer","Not"
"16747",21.1,2006,"Jul",18,7,7,"Summer","Not"
"16748",26.7,2006,"Jul",19,8,7,"Summer","Not"
"16749",27.6,2006,"Jul",20,9,7,"Summer","Not"
"16750",23.6,2006,"Jul",21,10,7,"Summer","Not"
"16751",21.7,2006,"Jul",22,11,7,"Summer","Not"
"16752",24.1,2006,"Jul",23,12,7,"Summer","Not"
"16753",23.7,2006,"Jul",24,13,7,"Summer","Not"
"16754",25,2006,"Jul",25,14,7,"Summer","Not"
"16755",25.8,2006,"Jul",26,15,7,"Summer","Not"
"16756",28.3,2006,"Jul",27,14,7,"Summer","Not"
"16757",22.7,2006,"Jul",28,13,7,"Summer","Not"
"16758",23.5,2006,"Jul",29,12,7,"Summer","Not"
"16759",25.8,2006,"Jul",30,11,7,"Summer","Not"
"16760",21.7,2006,"Jul",31,10,7,"Summer","Not"
"16761",23.7,2006,"Aug",1,8,8,"Summer","Not"
"16762",17.8,2006,"Aug",2,7,8,"Summer","Not"
"16763",21.3,2006,"Aug",3,6,8,"Summer","Not"
"16764",19.6,2006,"Aug",4,5,8,"Summer","Not"
"16765",24.5,2006,"Aug",5,4,8,"Summer","Not"
"16766",26.6,2006,"Aug",6,3,8,"Summer","Not"
"16767",22.3,2006,"Aug",7,2,8,"Summer","Not"
"16768",21.4,2006,"Aug",8,1,8,"Summer","Not"
"16769",18.4,2006,"Aug",10,1,8,"Summer","Not"
"16770",16.1,2006,"Aug",11,2,8,"Summer","Not"
"16771",16.6,2006,"Aug",12,3,8,"Summer","Not"
"16772",18.1,2006,"Aug",13,4,8,"Summer","Not"
"16773",14.9,2006,"Aug",14,5,8,"Summer","Not"
"16774",17,2006,"Aug",15,6,8,"Summer","Not"
"16775",18.9,2006,"Aug",16,7,8,"Summer","Not"
"16776",18.1,2006,"Aug",17,8,8,"Summer","Not"
"16777",20.3,2006,"Aug",18,9,8,"Summer","Not"
"16778",21.8,2006,"Aug",19,10,8,"Summer","Not"
"16779",18.1,2006,"Aug",20,11,8,"Summer","Not"
"16780",17.9,2006,"Aug",21,12,8,"Summer","Not"
"16781",18.5,2006,"Aug",22,13,8,"Summer","Not"
"16782",16.9,2006,"Aug",23,14,8,"Summer","Not"
"16783",18.8,2006,"Aug",24,15,8,"Summer","Not"
"16784",17.6,2006,"Aug",25,14,8,"Summer","Not"
"16785",15.8,2006,"Aug",26,13,8,"Summer","Not"
"16786",16,2006,"Aug",27,12,8,"Summer","Not"
"16787",15.9,2006,"Aug",28,11,8,"Summer","Not"
"16788",12.7,2006,"Aug",29,10,8,"Summer","Not"
"16789",15.2,2006,"Aug",30,9,8,"Summer","Not"
"16790",16.6,2006,"Aug",31,8,8,"Summer","Not"
"16791",17.3,2006,"Sep",1,6,9,"Autumn","Not"
"16792",18,2006,"Sep",2,5,9,"Autumn","Not"
"16793",17.1,2006,"Sep",3,4,9,"Autumn","Not"
"16794",15.6,2006,"Sep",4,3,9,"Autumn","Not"
"16795",15.3,2006,"Sep",5,2,9,"Autumn","Not"
"16796",17.4,2006,"Sep",6,1,9,"Autumn","Not"
"16797",14.6,2006,"Sep",8,1,9,"Autumn","Not"
"16798",15.2,2006,"Sep",9,2,9,"Autumn","Not"
"16799",14.5,2006,"Sep",10,3,9,"Autumn","Not"
"16800",15.5,2006,"Sep",11,4,9,"Autumn","Not"
"16801",16,2006,"Sep",12,5,9,"Autumn","Not"
"16802",16.8,2006,"Sep",13,6,9,"Autumn","Not"
"16803",17.3,2006,"Sep",14,7,9,"Autumn","Not"
"16804",16.4,2006,"Sep",15,8,9,"Autumn","Not"
"16805",15.8,2006,"Sep",16,9,9,"Autumn","Not"
"16806",16,2006,"Sep",17,10,9,"Autumn","Not"
"16807",17.6,2006,"Sep",18,11,9,"Autumn","Not"
"16808",16.7,2006,"Sep",19,12,9,"Autumn","Not"
"16809",16,2006,"Sep",20,13,9,"Autumn","Not"
"16810",14.1,2006,"Sep",21,14,9,"Autumn","Not"
"16811",16.5,2006,"Sep",22,15,9,"Autumn","Not"
"16812",15.2,2006,"Sep",23,14,9,"Autumn","Not"
"16813",17.2,2006,"Sep",24,13,9,"Autumn","Not"
"16814",18.4,2006,"Sep",25,12,9,"Autumn","Not"
"16815",15.1,2006,"Sep",26,11,9,"Autumn","Not"
"16816",14.6,2006,"Sep",27,10,9,"Autumn","Not"
"16817",15,2006,"Sep",28,9,9,"Autumn","Not"
"16818",15.6,2006,"Sep",29,8,9,"Autumn","Not"
"16819",16.2,2006,"Sep",30,7,9,"Autumn","Not"
"16820",14.5,2006,"Oct",1,6,10,"Autumn","Not"
"16821",13.2,2006,"Oct",2,5,10,"Autumn","Not"
"16822",13.4,2006,"Oct",3,4,10,"Autumn","Not"
"16823",13.4,2006,"Oct",4,3,10,"Autumn","Not"
"16824",10.4,2006,"Oct",5,2,10,"Autumn","Not"
"16825",15.2,2006,"Oct",6,1,10,"Autumn","Not"
"16826",13.9,2006,"Oct",8,1,10,"Autumn","Not"
"16827",11.1,2006,"Oct",9,2,10,"Autumn","Not"
"16828",13.3,2006,"Oct",10,3,10,"Autumn","Not"
"16829",13.2,2006,"Oct",11,4,10,"Autumn","Not"
"16830",13.8,2006,"Oct",12,5,10,"Autumn","Not"
"16831",11,2006,"Oct",13,6,10,"Autumn","Not"
"16832",8.6,2006,"Oct",14,7,10,"Autumn","Not"
"16833",10.8,2006,"Oct",15,8,10,"Autumn","Not"
"16834",10.9,2006,"Oct",16,9,10,"Autumn","Not"
"16835",6.8,2006,"Oct",17,10,10,"Autumn","Not"
"16836",9.8,2006,"Oct",18,11,10,"Autumn","Not"
"16837",11.1,2006,"Oct",19,12,10,"Autumn","Not"
"16838",11.3,2006,"Oct",20,13,10,"Autumn","Not"
"16839",12.9,2006,"Oct",21,14,10,"Autumn","Not"
"16840",12.6,2006,"Oct",22,15,10,"Autumn","Not"
"16841",14.1,2006,"Oct",23,14,10,"Autumn","Not"
"16842",12.2,2006,"Oct",24,13,10,"Autumn","Not"
"16843",7.1,2006,"Oct",25,12,10,"Autumn","Not"
"16844",14,2006,"Oct",26,11,10,"Autumn","Not"
"16845",10.7,2006,"Oct",27,10,10,"Autumn","Not"
"16846",11.3,2006,"Oct",28,9,10,"Autumn","Not"
"16847",4.8,2006,"Oct",29,8,10,"Autumn","Not"
"16848",8.9,2006,"Oct",30,7,10,"Autumn","Not"
"16849",10.8,2006,"Oct",31,6,10,"Autumn","Not"
"16850",-1.6,2006,"Nov",1,4,11,"Autumn","Not"
"16851",-0.3,2006,"Nov",2,3,11,"Autumn","Not"
"16852",1.8,2006,"Nov",3,2,11,"Autumn","Not"
"16853",9.4,2006,"Nov",4,1,11,"Autumn","Not"
"16854",11.7,2006,"Nov",6,1,11,"Autumn","Not"
"16855",9.4,2006,"Nov",7,2,11,"Autumn","Not"
"16856",8.6,2006,"Nov",8,3,11,"Autumn","Not"
"16857",5.4,2006,"Nov",9,4,11,"Autumn","Not"
"16858",2.5,2006,"Nov",10,5,11,"Autumn","Not"
"16859",7.8,2006,"Nov",11,6,11,"Autumn","Not"
"16860",4.3,2006,"Nov",12,7,11,"Autumn","Not"
"16861",8.8,2006,"Nov",13,8,11,"Autumn","Not"
"16862",8.3,2006,"Nov",14,9,11,"Autumn","Not"
"16863",10.4,2006,"Nov",15,10,11,"Autumn","Not"
"16864",7.6,2006,"Nov",16,11,11,"Autumn","Not"
"16865",10.6,2006,"Nov",17,12,11,"Autumn","Not"
"16866",9.1,2006,"Nov",18,13,11,"Autumn","Not"
"16867",5.2,2006,"Nov",19,14,11,"Autumn","Not"
"16868",7,2006,"Nov",20,15,11,"Autumn","Not"
"16869",7.2,2006,"Nov",21,14,11,"Autumn","Not"
"16870",6.3,2006,"Nov",22,13,11,"Autumn","Not"
"16871",6.7,2006,"Nov",23,12,11,"Autumn","Not"
"16872",7.9,2006,"Nov",24,11,11,"Autumn","Not"
"16873",9.8,2006,"Nov",25,10,11,"Autumn","Not"
"16874",7.9,2006,"Nov",26,9,11,"Autumn","Not"
"16875",7.2,2006,"Nov",27,8,11,"Autumn","Not"
"16876",6.3,2006,"Nov",28,7,11,"Autumn","Not"
"16877",7.8,2006,"Nov",29,6,11,"Autumn","Not"
"16878",7.8,2006,"Nov",30,5,11,"Autumn","Not"
"16879",7.5,2006,"Dec",1,4,12,"Winter","Not"
"16880",7.9,2006,"Dec",2,3,12,"Winter","Not"
"16881",7.6,2006,"Dec",3,2,12,"Winter","Not"
"16882",6.5,2006,"Dec",4,1,12,"Winter","Not"
"16883",8.3,2006,"Dec",6,1,12,"Winter","Not"
"16884",6.5,2006,"Dec",7,2,12,"Winter","Not"
"16885",8.4,2006,"Dec",8,3,12,"Winter","Not"
"16886",7.5,2006,"Dec",9,4,12,"Winter","Not"
"16887",4,2006,"Dec",10,5,12,"Winter","Not"
"16888",6.3,2006,"Dec",11,6,12,"Winter","Not"
"16889",5.9,2006,"Dec",12,7,12,"Winter","Not"
"16890",7.5,2006,"Dec",13,8,12,"Winter","Not"
"16891",9.9,2006,"Dec",14,9,12,"Winter","Not"
"16892",8,2006,"Dec",15,10,12,"Winter","Not"
"16893",5.3,2006,"Dec",16,11,12,"Winter","Not"
"16894",4.4,2006,"Dec",17,12,12,"Winter","Not"
"16895",2.5,2006,"Dec",18,13,12,"Winter","Not"
"16896",6.3,2006,"Dec",19,14,12,"Winter","Not"
"16897",2.3,2006,"Dec",20,15,12,"Winter","Not"
"16898",6.6,2006,"Dec",21,14,12,"Winter","Not"
"16899",6.9,2006,"Dec",22,13,12,"Winter","Not"
"16900",6.9,2006,"Dec",23,12,12,"Winter","Not"
"16901",7.6,2006,"Dec",24,11,12,"Winter","Not"
"16902",2.5,2006,"Dec",25,10,12,"Winter","Not"
"16903",5.4,2006,"Dec",26,9,12,"Winter","Not"
"16904",6,2006,"Dec",27,8,12,"Winter","Not"
"16905",4.6,2006,"Dec",28,7,12,"Winter","Not"
"16906",5,2006,"Dec",29,6,12,"Winter","Not"
"16907",7.3,2006,"Dec",30,5,12,"Winter","Not"
"16908",6.8,2006,"Dec",31,4,12,"Winter","Not"
"16909",7.3,2007,"Jan",1,2,1,"Winter","Not"
"16910",5.4,2007,"Jan",2,1,1,"Winter","Not"
"16911",7.3,2007,"Jan",4,1,1,"Winter","Not"
"16912",6.2,2007,"Jan",5,2,1,"Winter","Not"
"16913",5.7,2007,"Jan",6,3,1,"Winter","Not"
"16914",6.3,2007,"Jan",7,4,1,"Winter","Not"
"16915",6.6,2007,"Jan",8,5,1,"Winter","Not"
"16916",10.4,2007,"Jan",9,6,1,"Winter","Not"
"16917",9.3,2007,"Jan",10,7,1,"Winter","Not"
"16918",6.4,2007,"Jan",11,8,1,"Winter","Not"
"16919",6.2,2007,"Jan",12,9,1,"Winter","Not"
"16920",5.9,2007,"Jan",13,10,1,"Winter","Not"
"16921",6.6,2007,"Jan",14,11,1,"Winter","Not"
"16922",7.1,2007,"Jan",15,12,1,"Winter","Not"
"16923",6.2,2007,"Jan",16,13,1,"Winter","Not"
"16924",8.2,2007,"Jan",17,14,1,"Winter","Not"
"16925",4.2,2007,"Jan",18,15,1,"Winter","Not"
"16926",4.2,2007,"Jan",19,14,1,"Winter","Not"
"16927",6.6,2007,"Jan",20,13,1,"Winter","Not"
"16928",4.5,2007,"Jan",21,12,1,"Winter","Not"
"16929",-5.2,2007,"Jan",22,11,1,"Winter","Not"
"16930",-0.3,2007,"Jan",23,10,1,"Winter","Not"
"16931",-4,2007,"Jan",24,9,1,"Winter","Not"
"16932",-8.5,2007,"Jan",25,8,1,"Winter","Not"
"16933",2,2007,"Jan",26,7,1,"Winter","Not"
"16934",-3,2007,"Jan",27,6,1,"Winter","Not"
"16935",5.5,2007,"Jan",28,5,1,"Winter","Not"
"16936",-0.2,2007,"Jan",29,4,1,"Winter","Not"
"16937",5.9,2007,"Jan",30,3,1,"Winter","Not"
"16938",5,2007,"Jan",31,2,1,"Winter","Not"
"16939",3.4,2007,"Feb",1,1,2,"Winter","Not"
"16940",3.9,2007,"Feb",3,1,2,"Winter","Not"
"16941",5.3,2007,"Feb",4,2,2,"Winter","Not"
"16942",2.1,2007,"Feb",5,3,2,"Winter","Not"
"16943",0,2007,"Feb",6,4,2,"Winter","Not"
"16944",-0.5,2007,"Feb",7,5,2,"Winter","Not"
"16945",0.2,2007,"Feb",8,6,2,"Winter","Not"
"16946",-3.3,2007,"Feb",9,7,2,"Winter","Not"
"16947",-4.3,2007,"Feb",10,8,2,"Winter","Not"
"16948",-1.9,2007,"Feb",11,9,2,"Winter","Not"
"16949",0.9,2007,"Feb",12,10,2,"Winter","Not"
"16950",1.6,2007,"Feb",13,11,2,"Winter","Not"
"16951",2.2,2007,"Feb",14,12,2,"Winter","Not"
"16952",2.3,2007,"Feb",15,13,2,"Winter","Not"
"16953",2.7,2007,"Feb",16,14,2,"Winter","Not"
"16954",2.8,2007,"Feb",17,15,2,"Winter","Not"
"16955",3.7,2007,"Feb",18,14,2,"Winter","Not"
"16956",2.8,2007,"Feb",19,13,2,"Winter","Not"
"16957",0.8,2007,"Feb",20,12,2,"Winter","Not"
"16958",-2.1,2007,"Feb",21,11,2,"Winter","Not"
"16959",-1.8,2007,"Feb",22,10,2,"Winter","Not"
"16960",-2.4,2007,"Feb",23,9,2,"Winter","Not"
"16961",-1,2007,"Feb",24,8,2,"Winter","Not"
"16962",1.6,2007,"Feb",25,7,2,"Winter","Not"
"16963",2.3,2007,"Feb",26,6,2,"Winter","Not"
"16964",1.9,2007,"Feb",27,5,2,"Winter","Not"
"16965",5.7,2007,"Feb",28,4,2,"Winter","Not"
"16966",5,2007,"Mar",1,3,3,"Spring","Not"
"16967",2.5,2007,"Mar",2,2,3,"Spring","Not"
"16968",3.4,2007,"Mar",3,1,3,"Spring","Not"
"16969",5.1,2007,"Mar",5,1,3,"Spring","Not"
"16970",6.5,2007,"Mar",6,2,3,"Spring","Not"
"16971",6.5,2007,"Mar",7,3,3,"Spring","Not"
"16972",4.6,2007,"Mar",8,4,3,"Spring","Not"
"16973",6,2007,"Mar",9,5,3,"Spring","Not"
"16974",6.4,2007,"Mar",10,6,3,"Spring","Not"
"16975",9.6,2007,"Mar",11,7,3,"Spring","Not"
"16976",8.1,2007,"Mar",12,8,3,"Spring","Not"
"16977",5.3,2007,"Mar",13,9,3,"Spring","Not"
"16978",7.9,2007,"Mar",14,10,3,"Spring","Not"
"16979",8.3,2007,"Mar",15,11,3,"Spring","Not"
"16980",7.1,2007,"Mar",16,12,3,"Spring","Not"
"16981",5.6,2007,"Mar",17,13,3,"Spring","Not"
"16982",5,2007,"Mar",18,14,3,"Spring","Not"
"16983",3.7,2007,"Mar",19,15,3,"Spring","Not"
"16984",3.6,2007,"Mar",20,14,3,"Spring","Not"
"16985",5.4,2007,"Mar",21,13,3,"Spring","Not"
"16986",5.3,2007,"Mar",22,12,3,"Spring","Not"
"16987",7.3,2007,"Mar",23,11,3,"Spring","Not"
"16988",8.8,2007,"Mar",24,10,3,"Spring","Not"
"16989",7.7,2007,"Mar",25,9,3,"Spring","Not"
"16990",11.1,2007,"Mar",26,8,3,"Spring","Not"
